"segment_name","file_location","lead_count","verified_emails","campaign_status","assigned_domain","assigned_campaign"
"P2GC_SEGMENT_CONSULTING","D:\P2GC_Intelligence\ORION_CORE\SAM_Registry\SAM_PUBLIC_MONTHLY_V2_20260301\OUT_FILTERED\SEGMENTS\P2GC_SEGMENT_CONSULTING.csv","55725","","Unknown","",""
"P2GC_SEGMENT_BUSINESS_SUPPORT","D:\P2GC_Intelligence\ORION_CORE\SAM_Registry\SAM_PUBLIC_MONTHLY_V2_20260301\OUT_FILTERED\SEGMENTS\P2GC_SEGMENT_BUSINESS_SUPPORT.csv","38490","","Unknown","",""
"P2GC_SEGMENT_TRANSPORT_LOGISTICS","D:\P2GC_Intelligence\ORION_CORE\SAM_Registry\SAM_PUBLIC_MONTHLY_V2_20260301\OUT_FILTERED\SEGMENTS\P2GC_SEGMENT_TRANSPORT_LOGISTICS.csv","18618","","Unknown","",""
"P2GC_SEGMENT_LAB_MEDICAL_SERVICES","D:\P2GC_Intelligence\ORION_CORE\SAM_Registry\SAM_PUBLIC_MONTHLY_V2_20260301\OUT_FILTERED\SEGMENTS\P2GC_SEGMENT_LAB_MEDICAL_SERVICES.csv","1414","","Unknown","",""
"P2GC_SEGMENT_REPAIR_PERSONAL_SERVICES","D:\P2GC_Intelligence\ORION_CORE\SAM_Registry\SAM_PUBLIC_MONTHLY_V2_20260301\OUT_FILTERED\SEGMENTS\P2GC_SEGMENT_REPAIR_PERSONAL_SERVICES.csv","13208","","Unknown","",""
"p2gc_email_scraper_all_segments","D:\P2GC_Intelligence\ORION_CORE\SAM_Registry\SAM_PUBLIC_MONTHLY_V2_20260301\OUT_FILTERED\SEGMENTS\p2gc_email_scraper_all_segments.py","","","Unknown","",""
"P2GC_SAM_NonVehicle_Segments","D:\P2GC_Intelligence\ORION_CORE\SAM_Registry\SAM_PUBLIC_MONTHLY_V2_20260301\OUT_FILTERED\SEGMENTS\P2GC_SAM_NonVehicle_Segments.xlsx","","","Unknown","",""
"P2GC_GSA_Schedule_Segmented_Leads_WITH_CONTACTS","D:\P2GC_Intelligence\ORION_CORE\SAM_Registry\SAM_PUBLIC_MONTHLY_V2_20260301\GSA\P2GC_GSA_Schedule_Segmented_Leads_WITH_CONTACTS.xlsx","","","Unknown","",""
"P2GC_GSA_Schedule_Segmented_Leads_WITH_CONTACTS","D:\P2GC_Intelligence\ORION_CORE\SAM_Registry\GSA\P2GC_GSA_Schedule_Segmented_Leads_WITH_CONTACTS.xlsx","","","Unknown","",""
"p2gc_prospect_segmentation_engine","D:\P2GC_Intelligence\ORION_CORE\SAM_Registry\USA SPENDING\p2gc_prospect_segmentation_engine.py","","","Unknown","",""
"ORION_SEGMENTATION","D:\P2GC_Intelligence\ORION_CORE\P2GC_UPLOAD\ORION_PRODUCTION\04_INTELLIGENCE_ROUTING\ORION_SEGMENTATION.csv","42151","","Unknown","",""
"ORION_SEGMENTATION","D:\P2GC_Intelligence\ORION_PRODUCTION\04_INTELLIGENCE_ROUTING\ORION_SEGMENTATION.csv","42151","","Unknown","",""
"ALL_INSTANTLY_SEGMENTS_CAMPAIGN_READY","D:\P2GC_Intelligence\CRM\ALL_INSTANTLY_SEGMENTS_CAMPAIGN_READY.zip","","","Unknown","",""
"ORION_SEGMENTATION_MASTER_INDEX_PACKAGE","D:\P2GC_Intelligence\CRM\ORION_SEGMENTATION_MASTER_INDEX_PACKAGE.zip","","","Unknown","",""
"sophia_segmentation_load","D:\P2GC_Intelligence\Orion Demo 6126\orion_live_demo_ready\sophia_segmentation_load.py","","","Unknown","",""
"sophia_segmentation_load_v2","D:\P2GC_Intelligence\Orion Demo 6126\orion_live_demo_ready\sophia_segmentation_load_v2.py","","","Unknown","",""
"sophia_segmentation_load_v2.cpython-313","D:\P2GC_Intelligence\Orion Demo 6126\orion_live_demo_ready\__pycache__\sophia_segmentation_load_v2.cpython-313.pyc","","","Unknown","",""
"build_orion_segments_and_master_index_v2","D:\P2GC_Intelligence\Orion Demo 6126\orion_live_demo_ready\ORION_SEGMENTATION_MASTER_INDEX_PACKAGE\build_orion_segments_and_master_index_v2.py","","","Unknown","",""
"verify_orion_segments_and_master_index","D:\P2GC_Intelligence\Orion Demo 6126\orion_live_demo_ready\ORION_SEGMENTATION_MASTER_INDEX_PACKAGE\verify_orion_segments_and_master_index.py","","","Unknown","",""
"README_ORION_SEGMENTATION_MASTER_INDEX","D:\P2GC_Intelligence\Orion Demo 6126\orion_live_demo_ready\ORION_SEGMENTATION_MASTER_INDEX_PACKAGE\README_ORION_SEGMENTATION_MASTER_INDEX.md","","","Unknown","",""
"RUN_ORION_SEGMENTATION_MASTER_INDEX","D:\P2GC_Intelligence\Orion Demo 6126\orion_live_demo_ready\ORION_SEGMENTATION_MASTER_INDEX_PACKAGE\RUN_ORION_SEGMENTATION_MASTER_INDEX.bat","","","Unknown","",""
"build_orion_segments_and_master_index_v3","D:\P2GC_Intelligence\Orion Demo 6126\orion_live_demo_ready\ORION_SEGMENTATION_MASTER_INDEX_PACKAGE\build_orion_segments_and_master_index_v3.py","","","Unknown","",""
"SEGMENT_INVENTORY_MASTER","D:\P2GC_Intelligence\AUTOMATION\MILES_OS\MILES_OS_PHASE1\SEGMENT_INVENTORY_MASTER.csv","0","","Unknown","",""
"P2GC_SEGMENT_MANUFACTURING_EQUIPMENT","D:\P2GC_Intelligence\Backups\ORION_CORE_ARCHIVES\_ARCHIVE_OLD\SAM_Registry\SAM_PUBLIC_MONTHLY_V2_20260301\OUT_FILTERED\P2GC_SEGMENT_MANUFACTURING_EQUIPMENT.csv","45396","","Unknown","",""
"P2GC_SEGMENT_OTHER_ELIGIBLE","D:\P2GC_Intelligence\Backups\ORION_CORE_ARCHIVES\_ARCHIVE_OLD\SAM_Registry\SAM_PUBLIC_MONTHLY_V2_20260301\OUT_FILTERED\P2GC_SEGMENT_OTHER_ELIGIBLE.csv","46215","","Unknown","",""
"P2GC_SEGMENT_IT_SERVICES","D:\P2GC_Intelligence\Backups\ORION_CORE_ARCHIVES\_ARCHIVE_OLD\SAM_Registry\SAM_PUBLIC_MONTHLY_V2_20260301\OUT_FILTERED\P2GC_SEGMENT_IT_SERVICES.csv","39616","","Unknown","",""
"P2GC_SEGMENT_ENGINEERING","D:\P2GC_Intelligence\Backups\ORION_CORE_ARCHIVES\_ARCHIVE_OLD\SAM_Registry\SAM_PUBLIC_MONTHLY_V2_20260301\OUT_FILTERED\P2GC_SEGMENT_ENGINEERING.csv","25471","","Unknown","",""
"P2GC_SEGMENT_TRAINING_EDUCATION_SERVICES","D:\P2GC_Intelligence\Backups\ORION_CORE_ARCHIVES\_ARCHIVE_OLD\SAM_Registry\SAM_PUBLIC_MONTHLY_V2_20260301\OUT_FILTERED\P2GC_SEGMENT_TRAINING_EDUCATION_SERVICES.csv","20466","","Unknown","",""
"P2GC_SEGMENT_SPECIALTY_TRADE","D:\P2GC_Intelligence\Backups\ORION_CORE_ARCHIVES\_ARCHIVE_OLD\SAM_Registry\SAM_PUBLIC_MONTHLY_V2_20260301\OUT_FILTERED\P2GC_SEGMENT_SPECIALTY_TRADE.csv","39445","","Unknown","",""
"P2GC_SEGMENT_REAL_ESTATE_RENTAL","D:\P2GC_Intelligence\Backups\ORION_CORE_ARCHIVES\_ARCHIVE_OLD\SAM_Registry\SAM_PUBLIC_MONTHLY_V2_20260301\OUT_FILTERED\P2GC_SEGMENT_REAL_ESTATE_RENTAL.csv","17809","","Unknown","",""
"P2GC_SEGMENT_CONSULTING","D:\P2GC_Intelligence\Backups\ORION_CORE_ARCHIVES\_ARCHIVE_OLD\SAM_Registry\SAM_PUBLIC_MONTHLY_V2_20260301\OUT_FILTERED\P2GC_SEGMENT_CONSULTING.csv","55725","","Unknown","",""
"P2GC_SEGMENT_BUSINESS_SUPPORT","D:\P2GC_Intelligence\Backups\ORION_CORE_ARCHIVES\_ARCHIVE_OLD\SAM_Registry\SAM_PUBLIC_MONTHLY_V2_20260301\OUT_FILTERED\P2GC_SEGMENT_BUSINESS_SUPPORT.csv","38490","","Unknown","",""
"P2GC_SEGMENT_TRANSPORT_LOGISTICS","D:\P2GC_Intelligence\Backups\ORION_CORE_ARCHIVES\_ARCHIVE_OLD\SAM_Registry\SAM_PUBLIC_MONTHLY_V2_20260301\OUT_FILTERED\P2GC_SEGMENT_TRANSPORT_LOGISTICS.csv","18618","","Unknown","",""
"P2GC_SEGMENT_LAB_MEDICAL_SERVICES","D:\P2GC_Intelligence\Backups\ORION_CORE_ARCHIVES\_ARCHIVE_OLD\SAM_Registry\SAM_PUBLIC_MONTHLY_V2_20260301\OUT_FILTERED\P2GC_SEGMENT_LAB_MEDICAL_SERVICES.csv","1414","","Unknown","",""
"P2GC_SEGMENT_REPAIR_PERSONAL_SERVICES","D:\P2GC_Intelligence\Backups\ORION_CORE_ARCHIVES\_ARCHIVE_OLD\SAM_Registry\SAM_PUBLIC_MONTHLY_V2_20260301\OUT_FILTERED\P2GC_SEGMENT_REPAIR_PERSONAL_SERVICES.csv","13208","","Unknown","",""
"P2GC_SEGMENT_BUSINESS_SUPPORT","D:\P2GC_Intelligence\Backups\ORION_CORE_ARCHIVES\_ARCHIVE_OLD\_archive_old_versions\holding\P2GC_SEGMENT_BUSINESS_SUPPORT.csv","38490","","Unknown","",""
"P2GC_SEGMENT_CONSULTING","D:\P2GC_Intelligence\Backups\ORION_CORE_ARCHIVES\_ARCHIVE_OLD\_archive_old_versions\holding\P2GC_SEGMENT_CONSULTING.csv","55725","","Unknown","",""
"P2GC_SEGMENT_ENGINEERING","D:\P2GC_Intelligence\Backups\ORION_CORE_ARCHIVES\_ARCHIVE_OLD\_archive_old_versions\holding\P2GC_SEGMENT_ENGINEERING.csv","25471","","Unknown","",""
"P2GC_SEGMENT_IT_SERVICES","D:\P2GC_Intelligence\Backups\ORION_CORE_ARCHIVES\_ARCHIVE_OLD\_archive_old_versions\holding\P2GC_SEGMENT_IT_SERVICES.csv","39616","","Unknown","",""
"P2GC_SEGMENT_LAB_MEDICAL_SERVICES","D:\P2GC_Intelligence\Backups\ORION_CORE_ARCHIVES\_ARCHIVE_OLD\_archive_old_versions\holding\P2GC_SEGMENT_LAB_MEDICAL_SERVICES.csv","1414","","Unknown","",""
"P2GC_SEGMENT_MANUFACTURING_EQUIPMENT","D:\P2GC_Intelligence\Backups\ORION_CORE_ARCHIVES\_ARCHIVE_OLD\_archive_old_versions\holding\P2GC_SEGMENT_MANUFACTURING_EQUIPMENT.csv","45396","","Unknown","",""
"P2GC_SEGMENT_OTHER_ELIGIBLE","D:\P2GC_Intelligence\Backups\ORION_CORE_ARCHIVES\_ARCHIVE_OLD\_archive_old_versions\holding\P2GC_SEGMENT_OTHER_ELIGIBLE.csv","46215","","Unknown","",""
"P2GC_SEGMENT_REAL_ESTATE_RENTAL","D:\P2GC_Intelligence\Backups\ORION_CORE_ARCHIVES\_ARCHIVE_OLD\_archive_old_versions\holding\P2GC_SEGMENT_REAL_ESTATE_RENTAL.csv","17809","","Unknown","",""
"P2GC_SEGMENT_REPAIR_PERSONAL_SERVICES","D:\P2GC_Intelligence\Backups\ORION_CORE_ARCHIVES\_ARCHIVE_OLD\_archive_old_versions\holding\P2GC_SEGMENT_REPAIR_PERSONAL_SERVICES.csv","13208","","Unknown","",""
"P2GC_SEGMENT_SPECIALTY_TRADE","D:\P2GC_Intelligence\Backups\ORION_CORE_ARCHIVES\_ARCHIVE_OLD\_archive_old_versions\holding\P2GC_SEGMENT_SPECIALTY_TRADE.csv","39445","","Unknown","",""
"P2GC_SEGMENT_TRAINING_EDUCATION_SERVICES","D:\P2GC_Intelligence\Backups\ORION_CORE_ARCHIVES\_ARCHIVE_OLD\_archive_old_versions\holding\P2GC_SEGMENT_TRAINING_EDUCATION_SERVICES.csv","20466","","Unknown","",""
"P2GC_SEGMENT_TRANSPORT_LOGISTICS","D:\P2GC_Intelligence\Backups\ORION_CORE_ARCHIVES\_ARCHIVE_OLD\_archive_old_versions\holding\P2GC_SEGMENT_TRANSPORT_LOGISTICS.csv","18618","","Unknown","",""
"P2GC_SEGMENTED_LEADS","D:\P2GC_Intelligence\Backups\ORION_CORE_ARCHIVES\_ARCHIVE_OLD\CONSOLIDATION OF LEADS\P2GC_SEGMENTED_LEADS.csv","361873","","Unknown","",""
"P2GC_FINAL_SEGMENTED","D:\P2GC_Intelligence\Backups\ORION_CORE_ARCHIVES\_ARCHIVE_OLD\CONSOLIDATION OF LEADS\P2GC_FINAL_SEGMENTED.csv","361873","","Unknown","",""
"P2GC_EVAN_SEGMENTED_MASTER_V2","D:\P2GC_Intelligence\Backups\ORION_CORE_ARCHIVES\_ARCHIVE_OLD\CONSOLIDATION OF LEADS\P2GC_EVAN_SEGMENTED_MASTER_V2.csv","360374","","Unknown","",""
"P2GC_SEGMENT_TRANSPORT_LOGISTICS","D:\P2GC_Intelligence\Backups\ORION_CORE_ARCHIVES\_ARCHIVE_OLD\CONSOLIDATION OF LEADS\P2GC_SEGMENT_TRANSPORT_LOGISTICS.csv","18618","","Unknown","",""
"P2GC_SEGMENT_BUSINESS_SUPPORT","D:\P2GC_Intelligence\Backups\ORION_CORE_ARCHIVES\_ARCHIVE_OLD\CONSOLIDATION OF LEADS\P2GC_SEGMENT_BUSINESS_SUPPORT.csv","38490","","Unknown","",""
"P2GC_SEGMENT_CONSULTING","D:\P2GC_Intelligence\Backups\ORION_CORE_ARCHIVES\_ARCHIVE_OLD\CONSOLIDATION OF LEADS\P2GC_SEGMENT_CONSULTING.csv","55725","","Unknown","",""
"P2GC_SEGMENT_ENGINEERING","D:\P2GC_Intelligence\Backups\ORION_CORE_ARCHIVES\_ARCHIVE_OLD\CONSOLIDATION OF LEADS\P2GC_SEGMENT_ENGINEERING.csv","25471","","Unknown","",""
"P2GC_SEGMENT_IT_SERVICES","D:\P2GC_Intelligence\Backups\ORION_CORE_ARCHIVES\_ARCHIVE_OLD\CONSOLIDATION OF LEADS\P2GC_SEGMENT_IT_SERVICES.csv","39616","","Unknown","",""
"P2GC_SEGMENT_LAB_MEDICAL_SERVICES","D:\P2GC_Intelligence\Backups\ORION_CORE_ARCHIVES\_ARCHIVE_OLD\CONSOLIDATION OF LEADS\P2GC_SEGMENT_LAB_MEDICAL_SERVICES.csv","1414","","Unknown","",""
"P2GC_SEGMENT_MANUFACTURING_EQUIPMENT","D:\P2GC_Intelligence\Backups\ORION_CORE_ARCHIVES\_ARCHIVE_OLD\CONSOLIDATION OF LEADS\P2GC_SEGMENT_MANUFACTURING_EQUIPMENT.csv","45396","","Unknown","",""
"P2GC_SEGMENT_OTHER_ELIGIBLE","D:\P2GC_Intelligence\Backups\ORION_CORE_ARCHIVES\_ARCHIVE_OLD\CONSOLIDATION OF LEADS\P2GC_SEGMENT_OTHER_ELIGIBLE.csv","46215","","Unknown","",""
"P2GC_SEGMENT_REAL_ESTATE_RENTAL","D:\P2GC_Intelligence\Backups\ORION_CORE_ARCHIVES\_ARCHIVE_OLD\CONSOLIDATION OF LEADS\P2GC_SEGMENT_REAL_ESTATE_RENTAL.csv","17809","","Unknown","",""
"P2GC_SEGMENT_REPAIR_PERSONAL_SERVICES","D:\P2GC_Intelligence\Backups\ORION_CORE_ARCHIVES\_ARCHIVE_OLD\CONSOLIDATION OF LEADS\P2GC_SEGMENT_REPAIR_PERSONAL_SERVICES.csv","13208","","Unknown","",""
"P2GC_SEGMENT_SPECIALTY_TRADE","D:\P2GC_Intelligence\Backups\ORION_CORE_ARCHIVES\_ARCHIVE_OLD\CONSOLIDATION OF LEADS\P2GC_SEGMENT_SPECIALTY_TRADE.csv","39445","","Unknown","",""
"P2GC_SEGMENT_TRAINING_EDUCATION_SERVICES","D:\P2GC_Intelligence\Backups\ORION_CORE_ARCHIVES\_ARCHIVE_OLD\CONSOLIDATION OF LEADS\P2GC_SEGMENT_TRAINING_EDUCATION_SERVICES.csv","20466","","Unknown","",""
"P2GC_MASTER_WITH_SEGMENTS","D:\P2GC_Intelligence\Backups\ORION_CORE_ARCHIVES\_ARCHIVE_OLD\CONSOLIDATION OF LEADS\P2GC_MASTER_WITH_SEGMENTS.csv","361873","","Unknown","",""
"P2GC_READY_TO_SEND","D:\P2GC_Intelligence\Backups\ORION_CORE_ARCHIVES\_ARCHIVE_OLD\CONSOLIDATION OF LEADS\MASTER\P2GC_READY_TO_SEND.csv","6395","","Unknown","",""
"P2GC_READY_TO_SEND","D:\P2GC_Intelligence\Backups\ORION_CORE_ARCHIVES\_ARCHIVE_OLD\From B12 042926\P2GC_READY_TO_SEND.csv","14303","","Unknown","",""
"P2GC_READY_TO_SEND_V3","D:\P2GC_Intelligence\Backups\ORION_CORE_ARCHIVES\_ARCHIVE_OLD\From B12 042926\P2GC_READY_TO_SEND_V3.csv","14303","","Unknown","",""
"P2GC_READY_TO_SEND_V4","D:\P2GC_Intelligence\Backups\ORION_CORE_ARCHIVES\_ARCHIVE_OLD\From B12 042926\P2GC_READY_TO_SEND_V4.csv","14303","","Unknown","",""
"build_true_segments_v3","D:\P2GC_Intelligence\Backups\ORION_CORE_ARCHIVES\_ARCHIVE_OLD\From B12 042926\build_true_segments_v3.py","","","Unknown","",""
"build_true_segments_v4","D:\P2GC_Intelligence\Backups\ORION_CORE_ARCHIVES\_ARCHIVE_OLD\From B12 042926\build_true_segments_v4.py","","","Unknown","",""
"va_segment_builder","D:\P2GC_Intelligence\Backups\ORION_CORE_ARCHIVES\_archive_old_versions\CP2GCEvanEngine\va_segment_builder.py","","","Unknown","",""
"va_fss_segmentation_engine","D:\P2GC_Intelligence\Backups\ORION_CORE_ARCHIVES\_archive_old_versions\CP2GCEvanEngine\va_fss_segmentation_engine.py","","","Unknown","",""
"P2GC_GSA_Schedule_Segmented_Leads_WITH_CONTACTS","D:\P2GC_Intelligence\Backups\ORION_CORE_ARCHIVES\_archive_old_versions\CP2GCEvanEngine\P2GC_GSA_Schedule_Segmented_Leads_WITH_CONTACTS.xlsx","","","Unknown","",""
"SAM_ONLY_SEGMENTED","D:\P2GC_Intelligence\Backups\ORION_CORE_ARCHIVES\_archive_old_versions\OUTPUT\SAM_ONLY_SEGMENTED.csv","12689","","Unknown","",""
"SAM_AWARDS_SEGMENTED","D:\P2GC_Intelligence\Backups\ORION_CORE_ARCHIVES\_archive_old_versions\OUTPUT\SAM_AWARDS_SEGMENTED.csv","19020","","Unknown","",""
"SAM_AWARDS_SEGMENTED_CLEAN","D:\P2GC_Intelligence\Backups\ORION_CORE_ARCHIVES\_archive_old_versions\OUTPUT\SAM_AWARDS_SEGMENTED_CLEAN.csv","12279","","Unknown","",""
"P2GC_LOCAL_SEGMENTED","D:\P2GC_Intelligence\Backups\ORION_CORE_ARCHIVES\_archive_old_versions\OUTPUT\P2GC_LOCAL_SEGMENTED.xlsx","","","Unknown","",""
"all sam segmented in tabs","D:\P2GC_Intelligence\Backups\ORION_CORE_ARCHIVES\_archive_old_versions\OUTPUT\all sam segmented in tabs.csv","70","","Unknown","",""
"p2gc_sales_segmentation_engine","D:\P2GC_Intelligence\Backups\ORION_CORE_ARCHIVES\_archive_old_versions\OLD_ENGINES\p2gc_sales_segmentation_engine.py","","","Unknown","",""
"va_segment_builder","D:\P2GC_Intelligence\ARCHIVE_2026_REVIEW\_archive_old_versions\CP2GCEvanEngine\va_segment_builder.py","","","Unknown","",""
"va_fss_segmentation_engine","D:\P2GC_Intelligence\ARCHIVE_2026_REVIEW\_archive_old_versions\CP2GCEvanEngine\va_fss_segmentation_engine.py","","","Unknown","",""
"P2GC_GSA_Schedule_Segmented_Leads_WITH_CONTACTS","D:\P2GC_Intelligence\ARCHIVE_2026_REVIEW\_archive_old_versions\CP2GCEvanEngine\P2GC_GSA_Schedule_Segmented_Leads_WITH_CONTACTS.xlsx","","","Unknown","",""
"SAM_ONLY_SEGMENTED","D:\P2GC_Intelligence\ARCHIVE_2026_REVIEW\_archive_old_versions\OUTPUT\SAM_ONLY_SEGMENTED.csv","12689","","Unknown","",""
"SAM_AWARDS_SEGMENTED","D:\P2GC_Intelligence\ARCHIVE_2026_REVIEW\_archive_old_versions\OUTPUT\SAM_AWARDS_SEGMENTED.csv","19020","","Unknown","",""
"SAM_AWARDS_SEGMENTED_CLEAN","D:\P2GC_Intelligence\ARCHIVE_2026_REVIEW\_archive_old_versions\OUTPUT\SAM_AWARDS_SEGMENTED_CLEAN.csv","12279","","Unknown","",""
"P2GC_LOCAL_SEGMENTED","D:\P2GC_Intelligence\ARCHIVE_2026_REVIEW\_archive_old_versions\OUTPUT\P2GC_LOCAL_SEGMENTED.xlsx","","","Unknown","",""
"all sam segmented in tabs","D:\P2GC_Intelligence\ARCHIVE_2026_REVIEW\_archive_old_versions\OUTPUT\all sam segmented in tabs.csv","70","","Unknown","",""
"p2gc_sales_segmentation_engine","D:\P2GC_Intelligence\ARCHIVE_2026_REVIEW\_archive_old_versions\OLD_ENGINES\p2gc_sales_segmentation_engine.py","","","Unknown","",""
"P2GC_FINAL_SEGMENTED","D:\P2GC_Intelligence\ARCHIVE_2026_REVIEW\_ARCHIVE_2026\.csv's\P2GC_FINAL_SEGMENTED.csv","361873","","Unknown","",""
"P2GC_SEGMENTED_LEADS","D:\P2GC_Intelligence\ARCHIVE_2026_REVIEW\_ARCHIVE_2026\.csv's\P2GC_SEGMENTED_LEADS.csv","361873","","Unknown","",""
"build_segmented_real_final","D:\P2GC_Intelligence\ARCHIVE_2026_REVIEW\_ARCHIVE_2026\.py's\build_segmented_real_final.py","","","Unknown","",""
"MASTER_DEDUPED_ALL_SEGMENTS","D:\P2GC_Intelligence\ARCHIVE_2026_REVIEW\Good Files to use\Good To Use and segmented\MASTER_DEDUPED_ALL_SEGMENTS.csv","","","Unknown","",""
"SEGMENT_SUMMARY","D:\P2GC_Intelligence\ARCHIVE_2026_REVIEW\Good Files to use\Good To Use and segmented\SEGMENT_SUMMARY.csv","8","","Unknown","",""
"EXPIRING_VA_24_MONTHS_EMAIL_READY","D:\P2GC_Intelligence\ARCHIVE_2026_REVIEW\Good Files to use\Good To Use and segmented\EXPIRING_VA_24_MONTHS_EMAIL_READY.csv","70","","Unknown","",""
"GSA_LOW_SALES_1M_4_999M_EMAIL_READY","D:\P2GC_Intelligence\ARCHIVE_2026_REVIEW\Good Files to use\Good To Use and segmented\GSA_LOW_SALES_1M_4_999M_EMAIL_READY.csv","0","","Unknown","",""
"MISSING_SEGMENTS_BUILD_SUMMARY","D:\P2GC_Intelligence\ARCHIVE_2026_REVIEW\Good Files to use\Good To Use and segmented\MISSING_SEGMENTS_BUILD_SUMMARY.csv","17","","Unknown","",""
"OPEN_MARKET_WINNERS_SAM_NO_VEHICLE_EMAIL_READY","D:\P2GC_Intelligence\ARCHIVE_2026_REVIEW\Good Files to use\Good To Use and segmented\OPEN_MARKET_WINNERS_SAM_NO_VEHICLE_EMAIL_READY.csv","0","","Unknown","",""
"SAM_LOW_SALES_1M_4_999M_EMAIL_READY","D:\P2GC_Intelligence\ARCHIVE_2026_REVIEW\Good Files to use\Good To Use and segmented\SAM_LOW_SALES_1M_4_999M_EMAIL_READY.csv","0","","Unknown","",""
"SBS_VALIDATED_EMAIL_TARGETS_EMAIL_READY","D:\P2GC_Intelligence\ARCHIVE_2026_REVIEW\Good Files to use\Good To Use and segmented\SBS_VALIDATED_EMAIL_TARGETS_EMAIL_READY.csv","2585","","Unknown","",""
"SEGMENTS_NOT_BUILDABLE_FROM_CURRENT_DATA_SOURCE_PULLS_NEEDED","D:\P2GC_Intelligence\ARCHIVE_2026_REVIEW\Good Files to use\Good To Use and segmented\SEGMENTS_NOT_BUILDABLE_FROM_CURRENT_DATA_SOURCE_PULLS_NEEDED.csv","4","","Unknown","",""
"SETASIDE_8A_EMAIL_READY","D:\P2GC_Intelligence\ARCHIVE_2026_REVIEW\Good Files to use\Good To Use and segmented\SETASIDE_8A_EMAIL_READY.csv","57","","Unknown","",""
"SETASIDE_EDWOSB_EMAIL_READY","D:\P2GC_Intelligence\ARCHIVE_2026_REVIEW\Good Files to use\Good To Use and segmented\SETASIDE_EDWOSB_EMAIL_READY.csv","190","","Unknown","",""
"SETASIDE_HUBZONE_EMAIL_READY","D:\P2GC_Intelligence\ARCHIVE_2026_REVIEW\Good Files to use\Good To Use and segmented\SETASIDE_HUBZONE_EMAIL_READY.csv","109","","Unknown","",""
"SETASIDE_SDB_EMAIL_READY","D:\P2GC_Intelligence\ARCHIVE_2026_REVIEW\Good Files to use\Good To Use and segmented\SETASIDE_SDB_EMAIL_READY.csv","0","","Unknown","",""
"SETASIDE_SDVOSB_EMAIL_READY","D:\P2GC_Intelligence\ARCHIVE_2026_REVIEW\Good Files to use\Good To Use and segmented\SETASIDE_SDVOSB_EMAIL_READY.csv","1919","","Unknown","",""
"SETASIDE_VOSB_EMAIL_READY","D:\P2GC_Intelligence\ARCHIVE_2026_REVIEW\Good Files to use\Good To Use and segmented\SETASIDE_VOSB_EMAIL_READY.csv","2255","","Unknown","",""
"SETASIDE_WOSB_EMAIL_READY","D:\P2GC_Intelligence\ARCHIVE_2026_REVIEW\Good Files to use\Good To Use and segmented\SETASIDE_WOSB_EMAIL_READY.csv","702","","Unknown","",""
"TRYING_NOT_WINNING_CANDIDATES_EMAIL_READY","D:\P2GC_Intelligence\ARCHIVE_2026_REVIEW\Good Files to use\Good To Use and segmented\TRYING_NOT_WINNING_CANDIDATES_EMAIL_READY.csv","16663","","Unknown","",""
"VA_LOW_SALES_1M_4_999M_EMAIL_READY","D:\P2GC_Intelligence\ARCHIVE_2026_REVIEW\Good Files to use\Good To Use and segmented\VA_LOW_SALES_1M_4_999M_EMAIL_READY.csv","0","","Unknown","",""
"CANONICAL_OPERATIONAL_REGISTRY_USED_FOR_MISSING_SEGMENTS","D:\P2GC_Intelligence\ARCHIVE_2026_REVIEW\Good Files to use\Good To Use and segmented\CANONICAL_OPERATIONAL_REGISTRY_USED_FOR_MISSING_SEGMENTS.csv","19503","","Unknown","",""
"EXPIRING_GSA_12_MONTHS_EMAIL_READY","D:\P2GC_Intelligence\ARCHIVE_2026_REVIEW\Good Files to use\Good To Use and segmented\EXPIRING_GSA_12_MONTHS_EMAIL_READY.csv","6223","","Unknown","",""
"EXPIRING_GSA_24_MONTHS_EMAIL_READY","D:\P2GC_Intelligence\ARCHIVE_2026_REVIEW\Good Files to use\Good To Use and segmented\EXPIRING_GSA_24_MONTHS_EMAIL_READY.csv","7171","","Unknown","",""
"EXPIRING_VA_12_MONTHS_EMAIL_READY","D:\P2GC_Intelligence\ARCHIVE_2026_REVIEW\Good Files to use\Good To Use and segmented\EXPIRING_VA_12_MONTHS_EMAIL_READY.csv","50","","Unknown","",""
"SUBCONTRACTOR_SEGMENT_SUMMARY","D:\P2GC_Intelligence\ARCHIVE_2026_REVIEW\SUBCONTRACTOR_INTELLIGENCE_SEGMENTS\SUBCONTRACTOR_SEGMENT_SUMMARY.csv","0","","Unknown","",""
"b12_non_segmented_extractor","D:\P2GC_Intelligence\ARCHIVE_2026_REVIEW\From B12 042926\b12_non_segmented_extractor.py","","","Unknown","",""
"NON_SEGMENTED_SAM_LEADS","D:\P2GC_Intelligence\ARCHIVE_2026_REVIEW\From B12 042926\NON_SEGMENTED_SAM_LEADS.csv","9191","","Unknown","",""
"READY_TO_SEND","D:\P2GC_Intelligence\ARCHIVE_2026_REVIEW\From B12 042926\READY_TO_SEND.csv","9190","","Unknown","",""
"MASTER_READY_TO_SEND","D:\P2GC_Intelligence\ARCHIVE_2026_REVIEW\From B12 042926\MASTER_READY_TO_SEND.csv","25135","","Unknown","",""
"justin_v4_master_with_segments","D:\P2GC_Intelligence\ARCHIVE_2026_REVIEW\From B12 042926\justin_v4_master_with_segments.py","","","Unknown","",""
