"segmentId","segmentName","campaignId","campaignName","approvedUploadCount","domain","queueId"
"P2GC_BELTWAY_AGENCY_TARGETS","P2GC_BELTWAY_AGENCY_TARGETS","c7adf755-9035-478a-9efc-f69064e927c2","VA 3-5m","85","","UPLOAD-1783557643439-56417"
