"segmentId","segmentName","campaignId","campaignName","approvedUploadCount","domain","queueId"
"P2GC_BELTWAY_AGENCY_TARGETS","P2GC_BELTWAY_AGENCY_TARGETS","f33f2df4-6235-4daa-9945-2832afedbb49","HubZone","85","","UPLOAD-1783557641153-80508"
