"segmentId","segmentName","campaignId","campaignName","approvedUploadCount","domain","queueId"
"P2GC_BELTWAY_AGENCY_TARGETS","P2GC_BELTWAY_AGENCY_TARGETS","ee309fba-2292-4d16-a2cf-b81e5a7f541b","Sam Low Sales","85","","UPLOAD-1783557643122-96016"
