"segmentId","segmentName","campaignId","campaignName","approvedUploadCount","domain","queueId"
"P2GC_BELTWAY_AGENCY_TARGETS","P2GC_BELTWAY_AGENCY_TARGETS","f990817a-c420-4935-a159-7eda97dec196","GSA 500k–3m","85","","UPLOAD-1783557640850-29605"
