"segmentId","segmentName","campaignId","campaignName","approvedUploadCount","domain","queueId"
"P2GC_BELTWAY_AGENCY_TARGETS","P2GC_BELTWAY_AGENCY_TARGETS","e6200ed3-1620-4fff-a4fe-92df20615fd1","GSA 3m–5m","85","","UPLOAD-1783557640555-23979"
