"segmentId","segmentName","campaignId","campaignName","approvedUploadCount","domain","queueId"
"P2GC_BELTWAY_AGENCY_TARGETS","P2GC_BELTWAY_AGENCY_TARGETS","d032b6e9-57fa-46f7-b603-b9015e0e8d55","SBS Verified Email Targets","85","","UPLOAD-1783557642816-95580"
