"segmentId","segmentName","campaignId","campaignName","approvedUploadCount","domain","queueId"
"P2GC_BELTWAY_AGENCY_TARGETS","P2GC_BELTWAY_AGENCY_TARGETS","e576391d-2506-49fb-8cf4-7f53a08bbaa8","FUTURE FOLLOW-UP","85","","UPLOAD-1783557640248-31561"
