"segmentId","segmentName","campaignId","campaignName","approvedUploadCount","domain","queueId"
"P2GC_BELTWAY_AGENCY_TARGETS","P2GC_BELTWAY_AGENCY_TARGETS","c4995272-21a1-4002-a7ed-57ff9d8fc35b","NURTURE - 14 DAY","85","","UPLOAD-1783557642499-16725"
